CNPJ_Fundo,Data_Referencia,Versao,Data_Entrega,Nome_Fundo,Data_Funcionamento,Publico_Alvo,Codigo_ISIN,Quantidade_Cotas_Emitidas,Fundo_Exclusivo,Cotistas_Vinculo_Familiar,Mandato,Segmento_Atuacao,Tipo_Gestao,Prazo_Duracao,Data_Prazo_Duracao,Encerramento_Exercicio_Social,Mercado_Negociacao_Bolsa,Mercado_Negociacao_MBO,Mercado_Negociacao_MB,Entidade_Administradora_BVMF,Entidade_Administradora_CETIP,Nome_Administrador,CNPJ_Administrador,Logradouro,Numero,Complemento,Bairro,Cidade,Estado,CEP,Telefone1,Telefone2,Telefone3,Site,Email
26.191.053/0001-20,2021-12-01,1,2022-03-29,GOLDEN WEST VX FUNDO DE INVESTIMENTO IMOBILIARIO,2016-12-28,INVESTIDOR PROFISSIONAL,BR00DXCTF006,167445.28613367,N,N,Híbrido,Outros,Ativa,Indeterminado,,31/12,N,N,S,N,N,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,26191053000120,Rua Gilberto Sabino,215,4º Andar,Pinheiros,São Paulo,SP,5425020,11 3030-7177,,,www.vortx.com.br,fundos@vortx.com.br
26.195.121/0001-20,2021-12-01,1,2022-03-29,BRAZIL REAL ESTATE VICTORY FUND I - F.I.I.,2012-05-03,INVESTIDORES EM GERAL,BRBREVCTF008,967201.0,N,N,Renda,Híbrido,Ativa,Indeterminado,,31/12,S,N,N,S,N,BR-CAPITAL DISTRIB. TÍTULOS E VALORES MOBILIÁRIOS S.A.,26195121000120,AVENIDA NAÇÕES UNIDAS,11857,CJ. 111,BROOKLIN NOVO,SÃO PAULO,SP,04578908,11-5508.3500,,,WWW.BRCAPITAL.COM.BR,brcapital@brcapital.com.br
26.269.251/0001-60,2021-06-01,1,2021-10-05,WHITE BEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,2018-10-21,INVESTIDOR QUALIFICADO,00000,31977.3176153,N,N,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Determinado,2023-10-21,30/06,S,N,N,S,N,ÍNDIGO INVESTIMENTOS DTVM LTDA,26269251000160,RUA IGUATEMI,192,25° andar,ITAIM BIBI,SÃO PAULO,SP,01451-010,11 3113-0060,11 3113-0069,,www.indigodtvm.com.br,compliance@indigodtvm.com.br
26.314.437/0001-93,2021-06-01,1,2021-09-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR DESENVOLVIMENTO,2017-01-27,INVESTIDOR QUALIFICADO,BRRBRMCTF009,539.0,N,N,Renda,Títulos e Val. Mob.,Ativa,Determinado,2025-01-27,Junho,S,N,N,S,N,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,26314437000193,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com
26.499.833/0001-32,2021-12-01,1,2022-03-31,MALLS BRASIL PLURAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-12-14,INVESTIDORES EM GERAL,BRMALLCTF007,7560674.0,N,N,Renda,Shoppings,Ativa,Indeterminado,,31/12,S,N,N,S,N,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIARIOS S.A.,26499833000132,PR BOTAFOGO,228,SALA 913 PARTE,Rio de Janeiro,Rio de Janeiro,RJ,20091-020,(11) 3206-8340,(11) 3206-8888,,www.genialinvestimentos.com.br,MIDDLEADM@GENIAL.COM.VC
26.502.794/0001-85,2021-12-01,1,2022-03-28,XP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2018-04-26,INVESTIDORES EM GERAL,BRXPLGCTF002,27101061.0002068,N,N,Renda,Logística,Ativa,Indeterminado,,31/12,S,N,N,S,N,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,26502794000185,Rua Gilberto Sabino,215,4º Andar,Pinheiros,São Paulo,SP,5425020,11 3030-7177,,,www.vortx.com.br,fundos@vortx.com.br
26.502.810/0001-30,2021-12-01,1,2022-03-28,XPCE RE FII 2 - FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-10-18,INVESTIDOR PROFISSIONAL,BR01MFCTF002,10.0,N,N,Híbrido,Outros,Ativa,Indeterminado,,31/12,N,N,S,N,N,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,26502810000130,Rua Gilberto Sabino,215,4º Andar,Pinheiros,São Paulo,SP,5425020,11 3030-7177,,,www.vortx.com.br,fundos@vortx.com.br
26.545.627/0001-11,2021-12-01,1,2022-04-01,BRL VI FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-03-22,INVESTIDOR QUALIFICADO,,752.0326,N,N,Renda,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,BRL TRUST DTVM S.A.,13486793000142,Rua Iguatemi,151,19º andar,Itaim Bibi,São Paulo,SP,01451-011,(11)31330350,,,www.brltrust.com.br,juridico.fii@brltrust.com.br
26.614.291/0001-00,2021-06-01,1,2021-10-04,GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-01-11,INVESTIDORES EM GERAL,BRGGRCCTF002,7758429.0,N,N,Desenvolvimento para Renda,Logística,Ativa,Indeterminado,,30/06,S,N,N,S,N,CM CAPITAL MARKETS DTVM LTDA,26614291000100,Rua Gomes de Carvalho,1195,4º ANDAR,Vila Olímpia,SÃO PAULO,SP,04547-004,(11) 3842-1122,(11) 3044-3547,,www.cmcapitalmarkets.com.br,fundos@cmcapitalmarkets.com.br
26.642.727/0001-66,2021-12-01,2,2022-04-05,DIAMANTE FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-02-13,INVESTIDORES EM GERAL,BRDAMTCTF007,126190350.0913,N,N,Renda,Híbrido,Passiva,Determinado,2027-02-01,31/12,S,S,N,S,N,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM,59281253000123,Praia de Botafogo,501,"Torre Corcovado, 5º andar - parte",Botafogo,Rio de Janeiro,RJ,22250040,(21)3262-9600,,,https://www.btgpactual.com,ol-reguladores@btgpactual.com
26.642.834/0001-94,2021-12-01,1,2022-03-28,JIVE ATIVOS IMOBILIÁRIOS II - FII,2016-11-10,INVESTIDOR PROFISSIONAL,,119769065.592498,S,N,Renda,Híbrido,Ativa,Indeterminado,,31/12,N,S,N,N,S,BANCO MODAL S.A.,26642834000194,PRAIA DE BOTAFOGO,501,5 ANDAR - TORRE PÃO DE AÇÚCAR,BOTAFOGO,RIO DE JANEIRO,RJ,22250040,2132237700,2132237746,,HTTPS://MODAL.COM.BR,FUNDOS.MODAL@MODAL.COM.BR
26.681.370/0001-25,2021-12-01,1,2022-03-31,TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,2016-11-25,INVESTIDORES EM GERAL,BRTEPPCTF006,4221967.0,N,N,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,S,N,N,S,N,BRL TRUST DTVM S.A.,26681370000125,Rua Iguatemi,151,19º andar,Itaim Bibi,São Paulo,SP,01451-011,(11)31330350,,,www.brltrust.com.br,juridico.fii@brltrust.com.br
26.813.118/0001-22,2021-12-01,1,2022-03-31,PANORAMA PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,2021-02-02,INVESTIDOR QUALIFICADO,BRPNR11,588583.72,S,N,Híbrido,Híbrido,Ativa,Indeterminado,,12/2021,N,N,S,N,N,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIO S.A,26813118000122,AV. BRIGADEIRO FARIA LIMA,1355,5 º andar,Jd. Paulistano,São Paulo,SP,01452-919,(11) 2827 - 3520,,,www.singulare.com.br,fii.adm@singulare.com.br
26.846.134/0001-11,2021-06-01,1,2021-09-30,FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL LAND,2020-09-17,INVESTIDOR PROFISSIONAL,BR01M9CTF002,6361.435,N,N,Desenvolvimento para Renda,Lajes Corporativas,Ativa,Indeterminado,2080-09-01,30/06,S,N,N,S,N,BANCO DAYCOVAL S.A.,26846134000111,AVENIDA PAULISTA,1793,,BELA VISTA,SÃO PAULO,SP,1311200,113138-0500,113138-1025,113138-1300,https://www.daycoval.com.br/,adm.fundos@bancodaycoval.com.br
26.846.280/0001-47,2021-06-01,1,2021-09-27,FUNDO DE INVESTIMENTO IMOBILIÁRIO FUTURO,2016-11-28,INVESTIDOR PROFISSIONAL,BR00MQCTF001,8227.7691424,N,N,,,,Indeterminado,,30/06,N,N,S,N,N,WARREN CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO LTDA,92875780000131,AV. OSVALDO ARANHA,720,SALA 201,BOM FIM,PORTO ALEGRE,RS,90035-191,(51) 3907-4080,,,WWW.WARREN.COM.BR,ADM.FIDUCIARIA@WARREN.COM.BR
26.990.011/0001-50,2021-12-01,2,2022-04-01,TREECORP REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO I,2017-01-20,INVESTIDORES EM GERAL,BRTCPFCTF001,297327.0,N,N,Renda,Híbrido,Ativa,Indeterminado,,31/12,S,N,N,S,N,BR-CAPITAL DISTRIB. TÍTULOS E VALORES MOBILIÁRIOS S.A.,26990011000150,AVENIDA NAÇÕES UNIDAS,11857,CJ. 111,BROOKLIN NOVO,SÃO PAULO,SP,04578908,11-5508.3500,,,WWW.BRCAPITAL.COM.BR,brcapital@brcapital.com.br
27.293.689/0001-46,2021-12-01,1,2022-02-15,OLAVSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-07-24,INVESTIDOR QUALIFICADO,,8335.74047316,N,N,Renda,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,FRAM CAPITAL DTVM S.A.,27293689000146,Fram Capital DTVM S.A.,153,4º andar,Vila Nova conceição,São Paulo,SP,4543120,(11) 3513-3144,,,www.framcapitaldtvm.com,fiduciario@framcapitaldtvm.com
27.368.600/0001-63,2021-12-01,1,2022-03-25,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA,2017-12-15,INVESTIDOR QUALIFICADO,BRVTLTCTF001,2115000.0,N,N,Renda,Logística,Ativa,Indeterminado,,31/12,S,N,N,S,N,BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,27368600000163,Avenida das Nações Unidas,14171,torre A - 11º andar,Vila Gertrudes,São Paulo,SP,04794-000,(11) 5171-5359,,,www.vam.com.br,RI-VAM@bv.com.br
27.368.617/0001-10,2021-12-01,1,2022-03-30,FUNDO DE INVESTIMENTO IMOBILIÁRIO QUINTAS,2018-03-22,INVESTIDOR QUALIFICADO,BRQNTSCTF009,313495.88,S,S,Desenvolvimento para Renda,Outros,Ativa,Indeterminado,,31/12,N,S,N,N,S,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,27368617000110,Rua Gilberto Sabino,215,4º Andar,Pinheiros,São Paulo,SP,5425020,11 3030-7177,,,www.vortx.com.br,fundos@vortx.com.br
27.368.863/0001-72,2021-12-01,1,2022-03-30,FUNDO DE INVESTIMENTO IMOBILIÁRIO COLATERAL,2018-01-25,INVESTIDOR QUALIFICADO,0,82840.5557231,N,N,Renda,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,PLANNER CORRETORA DE VALORES S.A.,27368863000172,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,aaipp@planner.com.br
27.445.482/0001-40,2021-06-01,1,2021-09-27,HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO,2020-11-26,INVESTIDORES EM GERAL,BRHAAACTF003,2710000.0,N,N,Renda,Lajes Corporativas,Ativa,Indeterminado,,30/06,S,N,N,S,N,HEDGE INVESTMENTS DTVM LTDA,07253654000176,AVENIDA HORÁCIO LAFER,160,9º ANDAR (PARTE),ITAIM BIBI,SÃO PAULO,SP,04538-080,(11) 3124-4100,,,WWW.hedgeinvest.com.br,dtvm@hedgeinvest.com.br
27.486.542/0001-72,2021-12-01,1,2022-03-30,HEDGE LOGÍSTICA FUNDO DE INVEST IMOBILIÁRIO,2017-04-27,INVESTIDORES EM GERAL,BRHLOGCTF008,4250000.0,N,N,Renda,Logística,Ativa,Indeterminado,,31/12,S,N,N,S,N,HEDGE INVESTMENTS DTVM LTDA,07253654000176,AVENIDA HORÁCIO LAFER,160,9º ANDAR (PARTE),ITAIM BIBI,SÃO PAULO,SP,04538-080,(11) 3124-4100,,,www.hedgeinvest.com.br,dtvm@hedgeinvest.com.br
27.529.279/0001-51,2021-12-01,1,2022-03-31,RBR ALPHA MULTIESTRATÉGIA REAL ESTATE FII,2017-09-14,INVESTIDORES EM GERAL,BRRBRFCTF003,13680770.0,N,N,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,Dezembro,S,N,N,S,N,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,27529279000151,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com
27.538.422/0001-71,2021-12-01,1,2022-03-29,FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO,2019-12-19,INVESTIDOR PROFISSIONAL,BRSPVJCTF005,6312090.0,N,N,Híbrido,Outros,Ativa,Indeterminado,,31/12,N,N,S,N,N,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,27538422000171,Rua Gilberto Sabino,215,4º Andar,Pinheiros,São Paulo,SP,5425020,11 3030-7177,,,www.vortx.com.br,fundos@vortx.com.br
27.538.477/0001-81,2021-12-01,1,2022-04-07,FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA,2018-05-16,INVESTIDOR QUALIFICADO,0,213.00000002,N,N,,,,Indeterminado,,31/12,N,N,S,N,N,INTRADER D.T.V.M. LTDA.,27538477000181,Rua Joaquim Floriano,1120,5º Andar,Itaim Bibi,São Paulo,SP,05712-070,31985151,,,www.intrader.com.br,administracao.fundos@intrader.com.br
27.539.651/0001-00,2021-06-01,1,2021-10-05,TRADE INVEST CARE II FUNDO DE INVESTIMENTO IMOBILIÁRIO,2020-06-25,INVESTIDOR PROFISSIONAL,0,30054.30041409,S,N,Renda,Híbrido,Ativa,Indeterminado,,30/06,N,N,S,N,N,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,34829992000186,Av Faria Lima,2277,17º andar,Jardim Paulistano,São Paulo,SP,01452000,11 3504-1300,,,www.reag.com.br,dtvm@reag.com.br
27.539.729/0001-97,2021-12-01,1,2022-04-06,MPM FUNDO DE INVESTIMENTO IMOBILIARIO FII,2019-03-25,INVESTIDOR QUALIFICADO,BRMPMICTF009,33934.61427091,S,N,Renda,Lajes Corporativas,Ativa,Indeterminado,,31/12,N,N,S,N,N,TERRA INVESTIMENTOS DTVM LTDA.,27539729000197,Rua Joaquim Floriano,100,5º andar,Itaim,São Paulo,SP,04534000,11 3165.6046,11 3165.6004,11 3165.6000,www.terrainvestimentos.com.br,compliance@terrainvestimentos.com.br
27.580.051/0001-96,2021-12-01,1,2022-02-15,RB CAPITAL PATRIMONIAL VI FI IMOBILIARIO,2020-09-08,INVESTIDOR QUALIFICADO,,35000.0,N,N,Desenvolvimento para Renda,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,FRAM CAPITAL DTVM S.A.,13673855000125,Rua Dr. Eduardo de Souza Aranha,153,4º Andar,Vila Conceição,São Paulo,SP,4543120,(11) 3513-3100,,,https://www.framcapital.com,fiduciario@framcapitaldtvm.com
27.602.955/0001-75,2021-12-01,1,2022-03-28,FUNDO DE INVESTIMENTO IMOBILIARIO MILLENIUM FII,2017-07-10,INVESTIDOR QUALIFICADO,,386860.0,N,N,Renda,Outros,Ativa,Indeterminado,,31/12,N,S,N,N,S,RIO BRAVO INVESTIMENTOS DTVM - LTDA,27602955000175,Av. Chedid Jafet,222,Bloco B - 3º andar,Vila Olimpia,SÃO PAULO,SP,04551-065,(11) 3509-6600,,,www.riobravo.com.br,correspondencia@riobravo.com.br
27.771.547/0001-47,2021-12-01,1,2022-03-29,FII SJ AU LOG,2020-10-02,INVESTIDORES EM GERAL,BRSJAUCTF009,7932248.0,N,N,Híbrido,Logística,Ativa,Indeterminado,,31/12,N,N,S,N,N,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,27771547000147,Rua Gilberto Sabino,215,4º Andar,Pinheiros,São Paulo,SP,5425020,11 3030-7177,,,www.vortx.com.br,fundos@vortx.com.br
27.771.586/0001-44,2021-12-01,1,2022-04-06,GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIARIO,2018-07-26,INVESTIDOR PROFISSIONAL,BRRCFACTF007,11678533.19,S,N,Desenvolvimento para Venda,Híbrido,Passiva,Indeterminado,,31/12,S,N,N,S,N,TERRA INVESTIMENTOS DTVM LTDA,27771586000144,Rua Joaquim Floriano,100,5º andar,Itaim Bibi,São Paulo,SP,04534000,11 3165.6000,,,www.terrainvestimentos.com.br,admfundos@terrainvestimentos.com.br
27.773.327/0001-52,2021-12-01,1,2022-04-04,AIRPORT TOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2018-12-14,INVESTIDOR PROFISSIONAL,BRATWNCTF005,160757.049249,N,N,Renda,Outros,Passiva,Indeterminado,,31/12,N,N,S,N,N,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA,34829992000186,Av Faria Lima,2277,17º,Jardim Paulistano,São Paulo,SP,01452000,3514-1300,,,www.reag.com.br,silvano.gersztel@reag.com.br
27.882.134/0001-30,2021-06-01,1,2021-09-29,APOLO FUNDO DE INVESTIMENTO IMOBILIÁRIO,2021-05-19,INVESTIDOR QUALIFICADO,BR09F9CTF003,2753.81158256,N,S,Híbrido,Híbrido,Ativa,Indeterminado,,30/06,S,N,N,S,N,PLANNER CORRETORA DE VALORES S.A.,00806535000154,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2667,0800 179 444,(11) 2172-2600,www.planner.com.br,investfundos@planner.com.br
28.108.193/0001-18,2021-12-01,1,2022-03-31,DEL MONTE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2017-12-15,INVESTIDORES EM GERAL,0,13225796.64,N,N,Renda,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,PLANNER TRUSTEE DTVM LTDA,67030395000146,AV. BRIGADEIRO FARIA LIMA,3477,11° ANDAR,ITAIM BIBI,SÃO PAULO,SP,04535-133,(11) 2197-4400,,,www.trusteedtvm.com.br,corporativodtvm@trusteedtvm.com.br
28.152.272/0001-26,2021-12-01,1,2022-03-31,FUNDO DE INVEST  IMOB - FII REC RECEBÍVEIS IMOBILIÁRIOS,2017-10-16,INVESTIDORES EM GERAL,BRRECRCTF004,24258940.0,N,N,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,S,N,N,S,N,BRL TRUST DTVM S.A.,28152272000126,Rua Iguatemi,151,19º andar,Itaim Bibi,São Paulo,SP,01451-011,(11)31330350,,,www.brltrust.com.br,juridico.fii@brltrust.com.br
28.216.384/0001-01,2021-12-01,1,2022-03-28,SICOOB AGÊNCIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-09-19,INVESTIDOR QUALIFICADO,BRSCOOCTF008,3239431.0,N,N,Renda,Híbrido,Passiva,Indeterminado,,31/12,N,S,N,S,N,SICOOB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,07397614000106,SIG Quadra 06 - Lote,2080,Sala 201,Setor de Indústrias Gráficas,Brasília,DF,70610460,6132175525,6132175583,6132175315,www.sicoob.com.br/bancosicoob-dtvm,dtvm@sicoob.com.br
28.267.530/0001-10,2021-12-01,1,2022-04-06,SABUGAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,2017-11-13,INVESTIDOR QUALIFICADO,0,3554.03,N,N,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,N,N,S,N,N,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIARIOS S.A,34829992000186,Av. Faria Lima,2277,17º,Vila Olimpia,São Paulo,SP,01452000,35141300,,,www.reag.com.br,silvano.gersztel@reag.com.br
28.267.555/0001-13,2021-12-01,1,2022-02-14,BASILICA PARTNERS LED CORPORATE FII,2019-09-13,INVESTIDOR QUALIFICADO,,1599948.64,N,N,Híbrido,Lajes Corporativas,Passiva,Indeterminado,,31/12,N,N,S,N,N,FRAM CAPITAL DTVM S.A,28267555000113,Rua Dr. Eduardo de Souza Aranha,153,4º andar,Vila Nova Conceição,São Paulo,SP,045-43120,(11) 3513-3144,(11) 3513-3133,(11) 3513-3179,www.framcapitaldtvm.com,fiduciario@framcapitaldtvm.com
28.267.696/0001-36,2021-06-01,1,2021-09-28,RIZA ARCTIUM REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,2019-05-23,INVESTIDORES EM GERAL,BRARCTCTF008,1597568.0,N,N,Híbrido,Híbrido,Ativa,Indeterminado,,Junho,S,N,N,S,N,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,28267696000136,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com
28.516.301/0001-91,2021-12-01,2,2022-03-31,XP CRÉDITO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,2019-09-12,INVESTIDORES EM GERAL,BRXPCICTF007,6887865.0,N,N,Híbrido,Outros,Ativa,Indeterminado,,31/12,S,N,N,S,N,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,28516301000191,Rua Gilberto Sabino,215,4º Andar,Pinheiros,São Paulo,SP,5425020,11 3030-7177,,,www.vortx.com.br,fundos@vortx.com.br
28.516.325/0001-40,2021-06-01,1,2021-09-08,XP INDUSTRIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,2018-07-04,INVESTIDOR QUALIFICADO,BRXPINCTF004,6586568.0,N,N,Renda,Outros,Ativa,Indeterminado,,30/06,S,N,N,S,N,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,28516325000140,Rua Gilberto Sabino,215,4º Andar,Pinheiros,São Paulo,SP,5425020,11 3030-7177,,,www.vortx.com.br,admfundos@vortx.com.br
28.516.650/0001-03,2021-12-01,1,2022-03-30,FUNDO DE INVEST IMOB - OURINVEST RENDA ESTRUTURADA,2018-03-02,INVESTIDORES EM GERAL,BROURECTF003,1077087.0,N,N,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,S,N,N,S,N,BANCO OURINVEST S.A.,78632767000120,Av. Paulista,1728,"1,2,4 E 11",Bela Vista,São Paulo,SP,01310-919,4081-4402,4081-4576,4081-4444,ourinvest.com.br,fundos.imobiliarios@ourinvest.com.br
28.548.288/0001-52,2021-12-01,1,2022-04-01,TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,2019-10-15,INVESTIDORES EM GERAL,BRTRXFCTF003,7244808.0,S,N,Renda,Híbrido,Ativa,Indeterminado,,31/12,S,N,N,S,N,BRL TRUST DTVM S.A,28548288000152,RUA IGUATEMI,151,19 ANDAR,ITAIM BIBI,SÃO PAULO,SP,01451011,11 3133-0350,,,WWW.BRLTRUST.COM.BR,juridico.fii@brltrust.com.br
28.693.595/0001-27,2021-12-01,1,2022-03-30,FUNDO DE INVEST IMOB - OURINVEST RE I,2018-02-23,INVESTIDOR QUALIFICADO,BRWTSPCTF002,992565.0,N,S,Renda,Híbrido,Ativa,Indeterminado,,31/12,S,N,N,S,N,BANCO OURINVEST S.A.,78632767000120,Av. Paulista,1728,"1,2,4 e 11",Bela Vista,São Paulo,SP,01310919,4081-4402,4081-4576,4081-4444,ourinvest.com.br,fundos.imobiliarios@ourinvest.com.br
28.729.197/0001-13,2021-12-01,1,2022-04-01,FUNDO DE INVESTIMENTO IMOBILIARIO VBI CRI,2019-04-02,INVESTIDORES EM GERAL,BRCVBICTF001,10516005.0,N,N,Híbrido,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,S,N,N,S,N,BRL TRUST DTVM S.A.,13486793000142,Rua Iguatemi,151,19º andar,Itaim Bibi,São Paulo,SP,01451-011,(11)31330350,,,www.brltrust.com.br,juridico.fii@brltrust.com.br
28.737.771/0001-85,2021-06-01,1,2021-09-28,ALIANZA TRUST RENDA IMOBILIARIA - FII,2017-12-27,INVESTIDORES EM GERAL,BRALZRCTF006,5038180.0,N,N,Renda,Híbrido,Ativa,Indeterminado,,Junho,S,N,N,S,N,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,28737771000185,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com
28.757.546/0001-00,2021-06-01,1,2021-09-27,XP MALLS FUNDO DE INVESTIMENTO IMOBILIARIO,2017-12-27,INVESTIDORES EM GERAL,BRXPMLCTF000,18207683.0,N,N,Renda,Shoppings,Ativa,Indeterminado,,Junho,S,N,N,S,N,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,28757546000100,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com
28.830.325/0001-10,2021-06-01,1,2021-09-28,FII IRIDIUM RECEBIVEIS IMOBILIARIOS,2018-03-06,INVESTIDORES EM GERAL,BRIRDMCTF004,22000.0,N,N,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,Junho,S,N,N,S,N,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,28830325000110,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com
28.851.767/0001-43,2021-12-01,1,2022-03-30,FUNDO DE INVESTIMENTO IMOB. HOSPITAL UNIMED SUL CAPIXABA,2017-10-06,INVESTIDORES EM GERAL,BRHUSCCTF009,794613.0,N,N,Desenvolvimento para Renda,Outros,Passiva,Indeterminado,,31/12,N,N,S,N,N,RIO BRAVO INVESTIMENTOS DTVM LTDA,72600026000181,Av. Chedid Jafet,222,Conj. 32 - Bloco B,Vila Olímpia,São Paulo,SP,04551-065,(11) 3509-6600,,,www.riobravo.com.br,fundosimobiliarios@riobravo.com.br
28.893.734/0001-66,2021-12-01,1,2022-03-30,IMMOB I  FII,2018-02-01,INVESTIDOR PROFISSIONAL,BRRNOVCTF002,253483.0,S,N,Híbrido,Híbrido,Passiva,Indeterminado,,Dezembro,S,S,N,S,S,BEM DTVM LTDA,00066670000100,Núcleo Cidade de Deus,S/N,Prédio Prata - 4º Andar,Vl Yara,Osasco,SP,06029-900,(11) 3684-4522,,,www.bradescobemdtvm.com.br,bemdtvm@bradesco.com.br
28.899.178/0001-35,2021-06-01,1,2021-09-27,FUNDO DE INVESTIMENTO IMOBILIARIOS HIRE PROPERTIES,2019-07-01,INVESTIDOR QUALIFICADO,BR027ICTF003,507254.87506229,N,N,Híbrido,Híbrido,Ativa,Indeterminado,,30/06,N,N,S,N,N,BRL TRUST DTVM S.A.,13486793000142,Rua Iguatemi,151,19º andar,Itaim Bibi,São Paulo,SP,01451-011,(11)31330350,,,www.brltrust.com.br,fii@brltrust.com.br
