CNPJ_Fundo,Data_Referencia,Versao,Data_Entrega,Nome_Fundo,Data_Funcionamento,Publico_Alvo,Codigo_ISIN,Quantidade_Cotas_Emitidas,Fundo_Exclusivo,Fundo_Nao_Listado_Exclusivo,Cotistas_Vinculo_Familiar,Mandato,Segmento_Atuacao,Tipo_Gestao,Prazo_Duracao,Data_Prazo_Duracao,Encerramento_Exercicio_Social,Mercado_Negociacao_Bolsa,Mercado_Negociacao_MBO,Mercado_Negociacao_MB,Entidade_Administradora_BVMF,Entidade_Administradora_CETIP,Nome_Administrador,CNPJ_Administrador,Logradouro,Numero,Complemento,Bairro,Cidade,Estado,CEP,Telefone1,Telefone2,Telefone3,Site,Email,Data_Encerramento_Trimestre
16.802.360/0001-47,2021-12-31,1,2022-02-08,FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFI,2017-04-03,INVESTIDOR QUALIFICADO,0,12639.29917225,Não,Não,Não,Renda,Híbrido,Ativa,Indeterminado,,31/12,Não,Não,Sim,Não,Não,PLANNER CORRETORA DE VALORES S.A.,16802360000147.0,Avenida Brigadeiro Faria Lima,3900,10º andar,Itaim Bibi,São Paulo,SP,04538-132,(11) 2172-2600,0800 179 444,(11) 2172-2667,www.planner.com.br,aaipp@planner.com.br,2021-12-31
16.841.067/0001-99,2021-03-31,1,2021-05-13,SOCOPA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-03-13,INVESTIDOR QUALIFICADO,BRREITCTF007,26291.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,SINGULARE CORRETORA SA,16841067000199.0,Avenida Brigadeiro Faria Lima,1355,3 andar,Jardim Paulistano,São Paulo,SP,01452002,(11) 2827-3500,,,www.singulare.com.br,fip.fii.adm@singulare.com.br,2021-03-31
16.841.067/0001-99,2021-06-30,2,2021-08-13,SOCOPA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-03-13,INVESTIDOR QUALIFICADO,BRREITCTF007,26291.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,SINGULARE CORRETORA SA,16841067000199.0,Avenida Brigadeiro Faria Lima,1355,3 andar,Jardim Paulistano,São Paulo,SP,01452002,(11) 2827-3500,,,www.singulare.com.br,fip.fii.adm@singulare.com.br,2021-06-30
16.841.067/0001-99,2021-09-30,1,2021-11-11,SINGULARE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-03-13,INVESTIDOR QUALIFICADO,BRREITCTF007,26291.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,SINGULARE CORRETORA SA,16841067000199.0,Avenida Brigadeiro Faria Lima,1355,15 andar,Jardim Paulistano,São Paulo,SP,01452002,(11) 2827-3500,,,www.singulare.com.br,fii.adm@singulare.com.br,2021-09-30
16.841.067/0001-99,2021-12-31,1,2022-02-11,SINGULARE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2014-03-13,INVESTIDOR QUALIFICADO,BRREITCTF007,26291.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,SINGULARE CORRETORA SA,16841067000199.0,Avenida Brigadeiro Faria Lima,1355,15 andar,Jardim Paulistano,São Paulo,SP,01452002,(11) 2827-3500,,,www.singulare.com.br,fii.adm@singulare.com.br,2021-12-31
16.915.868/0001-51,2021-03-31,1,2021-04-27,JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FII,2013-07-17,INVESTIDORES EM GERAL,BRRBBVCTF004,1254164.0001,Não,Não,Não,Híbrido,Títulos e Val. Mob.,Passiva,Determinado,2021-12-31,31/12,Sim,Não,Não,Sim,Não,CAIXA ECONÔMICA FEDERAL,16915868000151.0,AVENIDA PAULISTA,230,11º andar,BELA VISTA,SÃO PAULO,SP,01310-932,(11) 3555-6350,,,www.caixa.gov.br,geafi01@caixa.gov.br,2021-03-31
16.915.868/0001-51,2021-06-30,1,2021-08-13,JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FII,2013-07-17,INVESTIDORES EM GERAL,BRRBBVCTF004,1254164.0001,Não,Não,Não,Híbrido,Títulos e Val. Mob.,Passiva,Determinado,2021-12-31,31/12,Sim,Não,Não,Sim,Não,CAIXA ECONÔMICA FEDERAL,16915868000151.0,AVENIDA PAULISTA,230,11º andar,BELA VISTA,SÃO PAULO,SP,01310-932,(11) 3555-6350,,,www.caixa.gov.br,geafi01@caixa.gov.br,2021-06-30
16.915.968/0001-88,2021-03-31,1,2021-05-13,MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII,2013-03-06,INVESTIDORES EM GERAL,BRMFIICTF008,3636321.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,PLANNER CORRETORA DE VALORES S.A.,16915968000188.0,AV. BRIGADEIRO FARIA LIMA,3900,10 ANDAR,ITAIM BIBI,SÃO PAULO,SP,04538132,(11) 2138-8200,,,www.planner.com.br,afigueiredo@planner.com,2021-03-31
16.915.968/0001-88,2021-06-30,2,2021-08-16,MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII,2013-03-06,INVESTIDORES EM GERAL,BRMFIICTF008,3973731.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,PLANNER CORRETORA DE VALORES S.A.,16915968000188.0,AV. BRIGADEIRO FARIA LIMA,3900,10 ANDAR,ITAIM BIBI,SÃO PAULO,SP,04538132,(11) 2138-8200,,,www.planner.com.br,afigueiredo@planner.com,2021-06-30
16.915.968/0001-88,2021-09-30,1,2021-11-12,MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII,2013-03-06,INVESTIDORES EM GERAL,BRMFIICTF008,4146900.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,PLANNER CORRETORA DE VALORES S.A.,16915968000188.0,AV. BRIGADEIRO FARIA LIMA,3900,10 ANDAR,ITAIM BIBI,SÃO PAULO,SP,04538132,(11) 2138-8200,,,www.planner.com.br,aaipp@planner.com.br,2021-09-30
16.915.968/0001-88,2021-12-31,2,2022-03-28,MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII,2013-03-06,INVESTIDORES EM GERAL,BRMFIICTF008,4146900.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,PLANNER CORRETORA DE VALORES S.A.,16915968000188.0,Rua Funchal,418,21 ANDAR,VILA OLIMPIA,SÃO PAULO,SP,04551060,(11) 3386-2555,,,www.meritodtvm.com.br,marcos.ikuno@meritodtvm.com.br,2021-12-31
16.924.913/0001-34,2021-03-31,2,2021-08-03,VISTA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,2019-09-06,INVESTIDOR QUALIFICADO,BRVREFCTF009,84100000.0,Não,Não,Não,Desenvolvimento para Renda,Títulos e Val. Mob.,Ativa,Determinado,2023-09-06,30/06,Não,Sim,Não,Não,Sim,BANCO GENIAL S.A.,16924913000134.0,PRAIA DE BOTAFOGO,228,SL 907,BOTAFOGO,RIO DE JANEIRO,RJ,22250906,(21)3923 3000,,,www.bancogenial.com,middleadm@genialinvestimentos.com,2021-03-31
16.924.913/0001-34,2021-06-30,1,2021-08-03,VISTA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,2019-09-06,INVESTIDOR QUALIFICADO,BRVREFCTF009,84100000.0,Não,Não,Não,Desenvolvimento para Renda,Títulos e Val. Mob.,Ativa,Determinado,2023-09-06,30/06,Não,Sim,Não,Não,Sim,BANCO GENIAL S.A.,16924913000134.0,PRAIA DE BOTAFOGO,228,SL 907,BOTAFOGO,RIO DE JANEIRO,RJ,22250906,(21)3923 3000,,,www.bancogenial.com,middleadm@genialinvestimentos.com,2021-06-30
16.924.913/0001-34,2021-09-30,1,2021-11-11,VISTA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,2019-09-06,INVESTIDOR QUALIFICADO,BRVREFCTF009,84100000.0,Não,Não,Não,Desenvolvimento para Renda,Títulos e Val. Mob.,Ativa,Determinado,2023-09-06,30/06,Não,Sim,Não,Não,Sim,BANCO GENIAL S.A.,16924913000134.0,PRAIA DE BOTAFOGO,228,SL 907,BOTAFOGO,RIO DE JANEIRO,RJ,22250906,(21)3923 3000,,,www.bancogenial.com,complianceadm@bancogenial.com,2021-09-30
16.924.913/0001-34,2021-12-31,1,2022-02-14,VISTA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,2019-09-06,INVESTIDOR QUALIFICADO,BRVREFCTF009,84100000.0,Não,Não,Não,Desenvolvimento para Renda,Títulos e Val. Mob.,Ativa,Determinado,2023-09-06,30/06,Não,Sim,Não,Não,Sim,BANCO GENIAL S.A.,16924913000134.0,PRAIA DE BOTAFOGO,228,SL 907,BOTAFOGO,RIO DE JANEIRO,RJ,22250906,(21)3923 3000,,,www.bancogenial.com,complianceadm@bancogenial.com,2021-12-31
16.929.519/0001-99,2021-03-31,1,2021-05-17,HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO,2013-12-20,INVESTIDOR QUALIFICADO,BRHRDFCTF000,7587125.0,Não,Não,Não,Desenvolvimento para Venda,Híbrido,Ativa,Determinado,2021-12-20,31/12,Sim,Não,Não,Sim,Não,HEDGE INVESTMENTS DTVM LTDA,16929519000199.0,AVENIDA HORÁCIO LAFER,160,9º ANDAR (PARTE),ITAIM BIBI,SÃO PAULO,SP,04538-080,(11) 3124-4100,,,www.hedgeinvest.com.br,dtvm@hedgeinvest.com.br,2021-03-31
16.929.519/0001-99,2021-06-30,1,2021-08-16,HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO,2013-12-20,INVESTIDOR QUALIFICADO,BRHRDFCTF000,7587125.0,Não,Não,Não,Desenvolvimento para Venda,Híbrido,Ativa,Determinado,2021-12-20,31/12,Sim,Não,Não,Sim,Não,HEDGE INVESTMENTS DTVM LTDA,16929519000199.0,AVENIDA HORÁCIO LAFER,160,9º ANDAR (PARTE),ITAIM BIBI,SÃO PAULO,SP,04538-080,(11) 3124-4100,,,www.hedgeinvest.com.br,dtvm@hedgeinvest.com.br,2021-06-30
16.929.519/0001-99,2021-09-30,1,2021-11-12,HEDGE REALTY DEVELOPMENT FII,2013-12-20,INVESTIDOR QUALIFICADO,BRHRDFCTF000,7587125.0,Não,Não,Não,Desenvolvimento para Venda,Híbrido,Ativa,Determinado,2021-12-20,31/12,Sim,Não,Não,Sim,Não,HEDGE INVESTMENTS DTVM LTDA,16929519000199.0,AVENIDA HORÁCIO LAFER,160,9º ANDAR (PARTE),ITAIM BIBI,SÃO PAULO,SP,04538-080,(11) 3124-4100,,,www.hedgeinvest.com.br,dtvm@hedgeinvest.com.br,2021-09-30
16.929.519/0001-99,2021-12-31,1,2022-02-14,HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO,2013-12-20,INVESTIDOR QUALIFICADO,BRHRDFCTF000,7587125.0,Não,Não,Não,Desenvolvimento para Venda,Híbrido,Ativa,Determinado,2022-12-02,31/12,Sim,Não,Não,Sim,Não,HEDGE INVESTMENTS DTVM LTDA,16929519000199.0,AVENIDA HORÁCIO LAFER,160,9º ANDAR (PARTE),ITAIM BIBI,SÃO PAULO,SP,04538-080,(11) 3124-4100,,,www.hedgeinvest.com.br,dtvm@hedgeinvest.com.br,2021-12-31
16.974.924/0001-29,2021-12-31,1,2022-04-28,SOLARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,2021-10-15,INVESTIDOR PROFISSIONAL,0,100.0,Sim,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,ÍNDIGO INVESTIMENTOS DTVM LTDA,16974924000129.0,Avenida Brigadeiro Faria Lima,3900,CJ 601,Itaim Bibi,São Paulo,SP,04538-132,11 3113-0060,11 3113-0069,,www.indigodtvm.com.br,compliance@indigodtvm.com.br,2021-12-31
17.007.443/0001-07,2021-03-31,1,2021-05-14,TRANSINC FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2013-08-05,INVESTIDORES EM GERAL,BRTSNCCTF009,18113.0,Não,Não,Não,Renda,Híbrido,Ativa,Indeterminado,,Junho,Sim,Não,Não,Sim,Não,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,17007443000107.0,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com,2021-03-31
17.007.443/0001-07,2021-06-30,1,2021-08-11,TRANSINC FUNDO DE INVESTIMENTO IMOBILIÁRIO,2013-08-05,INVESTIDORES EM GERAL,BRTSNCCTF009,18113.0,Não,Não,Não,Renda,Híbrido,Ativa,Indeterminado,,Junho,Sim,Não,Não,Sim,Não,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,17007443000107.0,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com,2021-06-30
17.007.443/0001-07,2021-09-30,1,2021-11-12,TRANSINC FUNDO DE INVESTIMENTO IMOBILIÁRIO,2013-08-05,INVESTIDORES EM GERAL,BRTSNCCTF009,18113.0,Não,Não,Não,Renda,Híbrido,Ativa,Indeterminado,,Junho,Não,Não,Sim,Não,Não,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,17007443000107.0,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11) 3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com,2021-09-30
17.007.443/0001-07,2021-12-31,1,2022-02-11,TRANSINC FUNDO DE INVESTIMENTO IMOBILIARIO FII,2020-06-28,INVESTIDORES EM GERAL,BRTSNCCTF009,18113.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,30/06,Sim,Não,Não,Sim,Não,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,59281253000123.0,Praia de Botafogo,501,6º Andar,Botafogo,Rio de Janeiro,RJ,22250-040,(11)3383-3102,,,www.btgpactual.com,ri.fundoslistados@btgpactual.com,2021-12-31
17.007.528/0001-95,2021-03-31,1,2021-05-13,FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SEVERIANO,2016-07-04,INVESTIDOR QUALIFICADO E PROFISSIONAL,BRGESECTF001,52000.00285037,Não,Não,Não,Títulos e Valores Mobiliários,Lajes Corporativas,Passiva,Determinado,2036-07-04,30/06,Sim,Sim,Não,Sim,Sim,OLIVEIRA TRUST DTVM S.A.,17007528000195.0,Avenida das Américas,3434,"Bloco 07, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640-102,21 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2021-03-31
17.007.528/0001-95,2021-06-30,1,2021-08-16,FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SEVERIANO,2016-07-04,INVESTIDOR QUALIFICADO E PROFISSIONAL,BRGESECTF001,52000.00285037,Não,Não,Não,Títulos e Valores Mobiliários,Lajes Corporativas,Passiva,Determinado,2036-07-04,30/06,Sim,Sim,Não,Sim,Sim,OLIVEIRA TRUST DTVM S.A.,17007528000195.0,Avenida das Américas,3434,"Bloco 07, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640-102,21 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2021-06-30
17.007.528/0001-95,2021-09-30,1,2021-11-12,FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SEVERIANO,2016-07-04,INVESTIDOR QUALIFICADO E PROFISSIONAL,BRGESECTF001,52000.00285037,Não,Não,Não,Títulos e Valores Mobiliários,Lajes Corporativas,Passiva,Determinado,2036-07-04,30/06,Sim,Sim,Não,Sim,Sim,OLIVEIRA TRUST DTVM S.A.,17007528000195.0,Avenida das Américas,3434,"Bloco 07, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640-102,21 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2021-09-30
17.007.528/0001-95,2021-12-31,1,2022-02-11,FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SEVERIANO,2016-07-04,INVESTIDOR QUALIFICADO E PROFISSIONAL,BRGESECTF001,52000.00285037,Não,Não,Não,Títulos e Valores Mobiliários,Lajes Corporativas,Passiva,Determinado,2036-07-04,30/06,Sim,Sim,Não,Sim,Sim,OLIVEIRA TRUST DTVM S.A.,17007528000195.0,Avenida das Américas,3.434,"Bloco 07, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640-102,(21) 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2021-12-31
17.025.970/0001-44,2021-03-31,1,2021-05-11,FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,2014-07-28,INVESTIDORES EM GERAL,BRNVHOCTF003,41494533.0,Não,Não,Não,Desenvolvimento para Renda,Hospital,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,PLURAL S.A. BANCO MÚLTIPLO,17025970000144.0,PRAIA DE BOTAFOGO,228,SALA 907,BOTAFOGO,RIO DE JANEIRO,RJ,22250-040,(21) 3923-3000,(11) 3206-8000,,www.bancogenial.com,middleadm@genialinvestimentos.com.br,2021-03-31
17.025.970/0001-44,2021-06-30,1,2021-08-05,FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,2014-07-28,INVESTIDORES EM GERAL,BRNVHOCTF003,41494533.0,Não,Não,Não,Desenvolvimento para Renda,Hospital,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,PLURAL S.A. BANCO MÚLTIPLO,17025970000144.0,PRAIA DE BOTAFOGO,228,SALA 907,BOTAFOGO,RIO DE JANEIRO,RJ,22250-040,(21) 3923-3000,(11) 3206-8000,,www.bancogenial.com,middleadm@genialinvestimentos.com.br,2021-06-30
17.025.970/0001-44,2021-09-30,1,2021-10-21,FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,2014-07-28,INVESTIDORES EM GERAL,BRNVHOCTF003,41494533.0,Não,Não,Não,Desenvolvimento para Renda,Hospital,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,PLURAL S.A. BANCO MÚLTIPLO,17025970000144.0,PRAIA DE BOTAFOGO,228,SALA 907,BOTAFOGO,RIO DE JANEIRO,RJ,22250-040,(21) 3923-3000,(11) 3206-8000,,www.bancogenial.com,middleadm@genialinvestimentos.com.br,2021-09-30
17.025.970/0001-44,2021-12-31,1,2022-02-14,FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,2014-07-28,INVESTIDORES EM GERAL,BRNVHOCTF003,41494533.0,Não,Não,Não,Desenvolvimento para Renda,Hospital,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,PLURAL S.A. BANCO MÚLTIPLO,17025970000144.0,PRAIA DE BOTAFOGO,228,SALA 907,BOTAFOGO,RIO DE JANEIRO,RJ,22250-040,(21) 3923-3000,(11) 3206-8000,,www.bancogenial.com,middleadm@genialinvestimentos.com.br,2021-12-31
17.035.124/0001-05,2021-03-31,1,2021-05-07,FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII,2014-12-15,INVESTIDOR PROFISSIONAL,,1000.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,30/06,Não,Sim,Não,Não,Sim,BRL TRUST DTVM S.A.,17035124000105.0,Rua Iguatemi,151,19º andar,Itaim Bibi,São Paulo,SP,01451-011,(11)31330350,,,www.brltrust.com.br,fii@brltrust.com.br,2021-03-31
17.035.124/0001-05,2021-06-30,1,2021-08-04,FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII,2014-12-15,INVESTIDOR QUALIFICADO,BREDOMCTF000,1000.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,30/06,Não,Sim,Não,Não,Sim,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,17035124000105.0,Praia de Botafogo,501,5º andar - parte,Botafogo,Rio de Janeiro,RJ,22250040,(21) 3262-9600,,,https://www.btgpactual.com/,ol-reguladores@btgpactual.com,2021-06-30
17.035.124/0001-05,2021-09-30,1,2021-11-10,FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII,2014-12-15,INVESTIDOR QUALIFICADO,BREDOMCTF000,1000.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,30/06,Não,Sim,Não,Não,Sim,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,17035124000105.0,Praia de Botafogo,501,5º andar - parte,Botafogo,Rio de Janeiro,RJ,22250040,(21) 3262-9600,,,https://www.btgpactual.com/,ol-reguladores@btgpactual.com,2021-09-30
17.035.124/0001-05,2021-12-31,1,2022-02-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII,2014-12-15,INVESTIDOR QUALIFICADO,BREDOMCTF000,1000.0,Não,Não,Não,Híbrido,Híbrido,Ativa,Indeterminado,,30/06,Não,Sim,Não,Não,Sim,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,17035124000105.0,Praia de Botafogo,501,5º andar - parte,Botafogo,Rio de Janeiro,RJ,22250040,(21) 3262-9600,,,https://www.btgpactual.com/,ol-reguladores@btgpactual.com,2021-12-31
17.098.794/0001-70,2021-03-31,4,2021-08-05,CAIXA RIO BRAVO FUNDO DE FII,2013-11-22,INVESTIDORES EM GERAL,BRCXRICTF003,1575760.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,CAIXA ECONÔMICA FEDERAL,17098794000170.0,Avenida Paulista,2300,11º andar,Cerqueira César,São Paulo,SP,01310-300,11 3572 4522,,,www.caixa.gov.br,geafi01@caixa.gov.br,2021-03-31
17.098.794/0001-70,2021-06-30,1,2021-08-09,CAIXA RIO BRAVO FUNDO DE FII,2013-11-22,INVESTIDORES EM GERAL,BRCXRICTF003,1575760.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,CAIXA ECONÔMICA FEDERAL,17098794000170.0,Avenida Paulista,2300,11º andar,Cerqueira César,São Paulo,SP,01310-300,11 3572 4522,,,www.caixa.gov.br,geafi01@caixa.gov.br,2021-06-30
17.098.794/0001-70,2021-09-30,1,2021-11-08,CAIXA RIO BRAVO FUNDO DE FII,2013-11-22,INVESTIDORES EM GERAL,BRCXRICTF003,1575760.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,CAIXA ECONÔMICA FEDERAL,17098794000170.0,Avenida Paulista,2300,11º andar,Cerqueira César,São Paulo,SP,01310-300,11 3572 4522,,,www.caixa.gov.br,geafi01@caixa.gov.br,2021-09-30
17.098.794/0001-70,2021-12-31,1,2022-02-10,CAIXA RIO BRAVO FUNDO DE FII,2013-11-22,INVESTIDORES EM GERAL,BRCXRICTF003,1575760.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,CAIXA ECONÔMICA FEDERAL,17098794000170.0,Avenida Paulista,2300,11º andar,Cerqueira César,São Paulo,SP,01310-300,11 3572 4522,,,www.caixa.gov.br,geafi01@caixa.gov.br,2021-12-31
17.144.039/0001-85,2021-03-31,1,2021-05-17,CASTELLO BRANCO OFFICE PARK FUNDO DE INVEST IMOBILIÁRIO FII,2012-12-17,INVESTIDORES EM GERAL,BRCBOPCTF001,1415000.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.,17144039000185.0,RUA LEOPOLDO COUTO MAGALHAES JR,700,11º andar,ITAIM BIBI,SÃO PAULO,SP,04542-000,(11) 3701-8600,,,www.imobiliario.cshg.com.br/,list.imobiliario@cshg.com.br,2021-03-31
17.144.039/0001-85,2021-06-30,2,2021-08-17,CASTELLO BRANCO OFFICE PARK FUNDO DE INVEST IMOBILIÁRIO FII,2012-12-17,INVESTIDORES EM GERAL,BRCBOPCTF001,1415000.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.,17144039000185.0,RUA LEOPOLDO COUTO MAGALHAES JR,700,11º andar,ITAIM BIBI,SÃO PAULO,SP,04542-000,(11) 3701-8600,,,www.imobiliario.cshg.com.br/,list.imobiliario@cshg.com.br,2021-06-30
17.144.039/0001-85,2021-09-30,1,2021-11-10,CASTELLO BRANCO OFFICE PARK FUNDO DE INVEST IMOBILIÁRIO FII,2012-12-17,INVESTIDORES EM GERAL,BRCBOPCTF001,1415000.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.,17144039000185.0,RUA LEOPOLDO COUTO MAGALHAES JR,700,11º andar,ITAIM BIBI,SÃO PAULO,SP,04542-000,(11) 3701-8600,,,www.cshg.com.br,list.imobiliario@cshg.com.br,2021-09-30
17.144.039/0001-85,2021-12-31,1,2022-02-14,CASTELLO BRANCO OFFICE PARK FUNDO DE INVEST IMOBILIÁRIO FII,2012-12-17,INVESTIDORES EM GERAL,BRCBOPCTF001,1415000.0,Não,Não,Não,Renda,Lajes Corporativas,Passiva,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.,17144039000185.0,RUA LEOPOLDO COUTO MAGALHAES JR,700,11º andar,ITAIM BIBI,SÃO PAULO,SP,04542-000,(11) 3701-8600,,,imobiliario.cshg.com.br,list.imobiliario@cshg.com.br,2021-12-31
17.156.502/0001-09,2021-03-31,1,2021-05-14,POLO FII RECEBÍVEIS IMOBILIÁRIOS II,2012-09-20,INVESTIDORES EM GERAL,BRPORDCTF005,1972845.0,Não,Não,Não,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,Indeterminado,,31/12,Sim,Não,Não,Sim,Não,OLIVEIRA TRUST DTVM S.A.,17156502000109.0,Avenida das Américas,3434,"Bloco 7, sala 201",Barra da Tijuca,Rio de Janeiro,RJ,22640-102,(21) 3514-0000,,,www.oliveiratrust.com.br,ger2.fundos@oliveiratrust.com.br,2021-03-31
